Ｔ恤	/T shirt/
掉头	/turn round/turn about/
掉下	/fall/drop/
掉以轻心	/lower one's guard/treat something lightly/
掉转	/turn round/
吊	/condole with/hang/hang a person/suspend/lift up/let down/condole/mourn/put in a fur lining/
吊车	/crane/hoist/
吊床	/hammock/
吊灯	/chandelier/pendant lamp/
吊吊	/train/exercise/hang/
吊杆	/boom/jib/
吊钩	/hook/hanger/
吊环	/rings/
吊架	/hanger/
吊盘	/platform sling/
吊桥	/suspension bridge/drawbridge/
吊扇	/ceiling fan/
吊绳	/sling/
吊索	/sling/
吊桶	/well-bucket/
吊销	/revoke/withdraw/
吊唁	/condole/offer one's condolences/
吊著	/dangle/
吊装	/hoisting/
钓	/fish with a hook and bait/fish with a hook and line/angle/
钓鱼	/angle/go fishing/
钓鱼岛	/Diaoyu Islands/
钓鱼台	/Diaoyu Islands/Diaoyutai/
钓鱼用具	/tackle/
调	/tune/tone/melody/transfer/harmonize/mode/move/reconcile/shift/accent/air/mix/adjust/suit well/fit in perfectly/mediate/tease/provoke/
调变	/modulate/
调兵遣将	/move troops/deploy forces/
调拨	/allocate and transfer/allot/
调查	/investigate/investigation/inquiry/survey/poll/inquire into/look into/
调查报告	/memoir, report/
调查结果	/investigation results/poll results/
调查人员	/investigator/
调查研究	/investigate and discuss/
调查者	/investigator/
调车	/turn the vehicle around/adjust the bike/dispatch vehicles/
调处	/mediate/arbitrate/
调动	/transfer/maneuver/shift/move/muster/bring into play/arouse/mobilize/
调度	/dispatch/dispatcher/manage/control/
调幅	/amplitude modulation/
调羹	/spoon/
调号	/tone mark/key signature/
调和	/harmonious/harmony/in harmonious proportion/mediate/reconcile/compromise/make concessions/
调换	/exchange/change/swap/
调回	/recall/
调集	/assemble/muster/
调剂	/make up a prescription/fill a prescription/adjust/regulate/
调教	/regulate/
调节	/regulate/adjust/
调节器	/regulator/
调解	/mediate/make peace/
调解人	/mediator/peace maker/arbitrator/
调料	/condiment/seasoning/flavoring/
调令	/transfer order/
调配	/allocate/deploy/
调皮	/naughty/mischievous/unruly/tricky/
调频	/frequency modulation/
调遣	/dispatch/assign/
调情	/flirt/
调任	/transferred to another post/
调色	/mix colors/
调式	/mode/
调试	/debugging/
调速器	/mechanics governor/governor/
调停	/reconcile/mediate/intervene/act as an intermediary/
调味	/flavor/season/
调味品	/flavoring/seasoning/condiment/
调味肉汁	/gravy/
调味汁	/dressing/sauce/
调戏	/take liberties with/assail with obscenities/
调谐	/harmonious/tuning/
调性	/music mode/mode/
调音	/music tuning/tuning/
调用	/transfer/
调匀	/mix well/
调运	/allocate and transport/
调整	/adjustment/revision/adjust/regulate/revise/
调整器	/adjuster/
调职	/transferred to another post/
调制	/modulate/modulation/
调制解调器	/modem/
调治	/recuperate under medical treatment/
调子	/tune/melody/tone/note/
跌	/drop/fall/tumble/
跌倒	/fall/tumble/
跌到	/fall/tumble/
跌价	/go down in price/
跌落	/fall/drop/
爹	/dad/father/daddy/pa/
爹爹	/father/dad/daddy/pa/
碟	/dish/plate/small plate/small dish/
碟子	/small dish/small plate/
蝶	/butterfly/
蝶泳	/butterfly stroke/
迭	/alternately/repeatedly/alternate/change/again and again/
迭起	/occur repeatedly/happen frequently/
谍	/spy/espionage/intelligence agent/
谍报	/information obtained through espionage/intelligence report/intelligence/
叠	/fold up/repeat/pile up/fold/
叠韵	/vowel rhyme/two or more characters with the same vowel formation/
丁	/fourth heavenly stem/man/members of a family/person engaged in a certain occupation/fourth/small cube/cube/Ding/
丁苯橡胶	/butadiene styrene rubber/
丁醇	/butanol/
丁东	/tinkle/
丁二烯	/butadiene/
丁基橡胶	/butadiene styrene rubber/
丁酸	/butyric acid/
丁烷	/butane/
丁烯	/butene/
丁香	/lilac/clove/
丁云	/Ding Yun/
丁种维生素	/vitamin D/
丁腈橡胶	/butadiene-acrylonitrile rubber/
盯	/stare/gaze/fix one's eyes on/gaze at/stare at/watch on/
盯住	/fix one's eyes on/gaze at/stare at/watch on/
叮	/sting/ask/bite/say again to make sure/ask again to make sure/
叮当	/ding-dong/jingle/clatter/
叮当声	/tinkle/
叮铃	/jingle/
叮嘱	/urge again and again/warn/exhort/
叮咛	/urge again and again/warn/exhort/
钉	/nail/tack/follow closely/tail/urge/press/sew on/
钉书针	/staple/
钉死	/crucify/
钉子	/nail/snag/
顶	/go against/most/peak/top/replace/substitute/the crown of the head/carry on the head/gore/butt/push from below/push from behind/push up/retort/turn down/cope with/stand up to/take the place of/equal/very/extremely/(a measure word)/
顶板	/mining roof/roof/
顶不住	/cannot withstand/cannot stand up/
顶部	/top/roof/
顶吹	/top-blown/
顶点	/summit/peak/apex/zenith/acme/pinnacle/
顶端	/summit/peak/top/apex/
顶多	/at most/at best/at the most/
顶峰	/peak/summit/pinnacle/
顶风	/against the wind/head wind/
顶好	/excellent/
顶尖	/tip/center/
顶角	/vertex angle/
顶梁柱	/pillar/backbone/
顶棚	/ceiling/
顶球	/head a ball/head/
顶上	/replace/
顶事	/useful/fitting/useful serve the purpose/
顶替	/replace/take somebody/s place/
顶天立地	/of gigantic stature/of indomitable spirit/
顶头	/coming directly towards one/top/end/
顶芽	/terminal bud/
顶叶	/parietal lobe/
顶用	/of use/of help/serve the purpose/
顶针	/thimble/
顶住	/withstand/stand up to/hold out against/
顶撞	/contradict/
鼎	/tripod/ancient cooking vessel with two loop handles and three or four legs/
鼎昌	/Dingchang/
鼎沸	/like a seething cauldron/noisy and confused/
鼎立	/stand like the three legs of a tripod/tripartite confrontation/tripartite balance of forces/
鼎力支持	/support with kind effort/
鼎盛	/in a period of great prosperity/at the height of power and splendor/
锭	/ingot/
锭子	/spindle/
定	/set/fix/determine/decide/order/calm/stable/fixed/settled/established/subscribe to/book/surely/certainly/definitely/
定案	/decide on a verdict/reach a conclusion/
定本	/definitive edition/
定产	/a system of fixed quotas for grain production/
定单	/order for goods/order form/
定当	/should/must/surely/certainly/
定点	/in a definite place/
定调	/decide on the tone/
定都	/choose a site for the capital/establish a capital/
定夺	/make a final decision/decide/
定额	/quota/norm/
定稿	/finalize a manuscript, text, etc./final version/final text/
定购	/order/place an order/a system of fixed quotas for purchasing/
定规	/established rule/established practice/set pattern/
定海	/Dinghai/
定户	/subscriber/household with a standing order/
定滑轮	/fixed pulley/
定婚	/engaged/betrothed/
定货	/order goods/place an order for goods/
定计划	/make a plan/
定价	/set a price/fix a price/fixed price/list price/
定金	/deposit/
定居	/settle down/
定居点	/place for settlement/settlement/
定居者	/settler/
定局	/foregone conclusion/inevitable outcome/settle finally/
定理	/theorem/
定量	/fixed quantity/ration/determine the amounts of the components of a substance/
定量分析	/quantitative analysis/
定律	/law/
定论	/final conclusion/
定苗	/final singling/
定名	/name/denominate/
定期	/fix date/set a date/regular/at regular intervals/periodical/
定然	/certainly/definitely/
定神	/collect oneself/compose oneself/pull oneself together/concentrate one's attention/
定时	/timing/timed/time/
定位	/position/location/fixed position/orientation/orientate/
定下	/decide/fix/
定下来	/decide/fix/
定弦	/tune a stringed instrument/
定县	/Dingxian County/Dingxian/
定向	/directional/
定向天线	/directional antenna/
定心	/centering/
定型	/finalize the design/fall into a pattern/
定形	/setting/boarding/
定性	/determine the nature/determine the chemical composition of a substance/
定义	/definition/
定影	/fixing/fixation/
定语	/attributive modifier/attributive/
定员	/fixed number of staff members/fixed number of passengers/
定则	/rule/
定植	/field planting/field setting/
定制	/have something made to order/have something custom-made/
定州	/Dingzhou/Dingzhou City/
定准	/make sure/
定子	/stator/
定罪	/convict/declare ... guilty/
定做	/have something made to order/
订	/agree/conclude/draw up/subscribe to/order/agree on/book/
订单	/purchase order/order for goods/order form/
订购	/order/subscribe/subscriber/place an order for/
订购者	/subscriber/
订户	/subscriber/
订婚	/engagement/
订货	/order goods/place an order for something/
订货单	/order for goods/order form/
订金	/deposit/
订立	/agree to/conclude/make/
订票	/issue tickets/
订阅	/subscription/subscribe to/
订正	/make corrections/emend/
丢	/lose/put aside/throw/mislay/cast/toss/
丢掉	/throw/lose/throw away/cast away/discard/
丢饭碗	/lose one's job/
丢开	/throw away/cast away/discard/put aside/
丢脸	/lose face/disgraced/humiliated/humiliation/
丢弃	/discard/abandon/give up/
丢人	/lose face/disgraced/
丢失	/lose/
丢下	/give up/put aside/
东	/east/master/owner/host/
东安	/Dongan/
东北	/northeast/
东北大学	/Northeast university/
东北法夫	/North-East Fife/
东北方	/northeast/northeastern/
东北工学院	/Northeast engineering institute/
东北军	/the Northeast Army/
东边	/the east side/
东部	/the east/the eastern part/
东部时间	/Eastern time/Eastern standard time/EST/
东厂	/Dongchang/
东城	/the eastern part of the city/east city/
东城区	/Dongcheng District/East-city District/
东丹	/Dongdan/
东单	/Dongdan/
东倒西歪	/tumble/
东道	/one who treats somebody to a meat/host/
东德	/East Germany/
东帝汶	/East Timor/
东都	/east capital/
东方	/the East/Eastern countries/the east/the Oriental/Dongfang/
东方国家	/Oriental countries/
东方红	/The East Is Red/
东方文化	/Oriental culture/
东非	/Eastern Africa/
东风	/east wind/
东宫	/the east section of the palace/
东哈特福德	/East Hartford/
东海	/East China Sea/the Donghai Sea/the East China Sea/
东汉	/the Eastern Han Dynasty/
东汉普顿	/East Hampton/
东湖	/the Donghu Lake/
东基尔布赖德	/East Kilbride/
东家	/master/boss/a form of address formerly used by an employee to his employer or tenant-peasant to his landlord/
东郊	/the eastern suburb/
东晋	/the Eastern Jin Dynasty/
东京	/Tokyo/
东京都	/Tokyo Prefecture/
东经	/east longitude/
东看西看	/gaze around/
东来	/come from the east/
东陵	/the East Tomb/
东流	/run to the east/
东伦敦	/East London/
东洛锡安	/East Lothian/
东门	/the Eastern Gate/
东盟	/Association of Southeast Asian Nations/ASEAN/
东面	/the east of/to the east of/
东南	/southeast/
东南大学	/Southeast university/
东南亚	/Southeast Asia/
东南亚国	/Southeast Asia/
东南亚国家联盟	/Association of Southeast Asian Nations/ASEAN/
东捻军	/East Nian Army/
东欧	/Eastern Europe/
东欧平原	/the plateau of Eastern Europe/
东拼西凑	/scrape together/knock together/
东平	/Dongping/
东坡	/Dongpo/
东萨摩亚	/East Samoa/
东三省	/the three provinces in northeast China/
东山	/east mountain/
东山再起	/stage a comeback/
东升	/arise from the east/
东市	/East Market/
东魏	/the Eastern Wei Dynasty/
东吴	/the Wu country in the Dynasty of Three Kingdoms/
东西	/thing/person/creature/from east to west/east and west/
东西德	/the East and West Germanies/
东西德国	/the East and West Germanies/
东西方	/the Eastern and Western worlds/
东西南北	/east and west, south and north/all directions/all sides/
东西欧	/East and West Europes/
东乡	/Dongxiang/Dongxiang nationality/
东想西想	/think haphazardly/
东亚	/East Asia/
东洋	/Japan/
东阳	/Dongyang/
东耀	/Dongyao/
东夷	/foreigners from the East/
东印度	/East India/
东印度公司	/East India Company/
东张西望	/gaze around/
东至	/Dongzhi/
东周	/the Eastern Zhou Dynasty/
冬	/winter/rub-a-dub/boom/rat-a-tat/
冬菜	/preserved dried cabbage/preserved dried mustard greens/
冬耕	/winter ploughing/
冬瓜	/wax gourd/white gourd/
冬灌	/winter irrigation/
冬季	/winter/
冬麦	/winter wheat/
冬梅	/winter plum/
冬眠	/hibernate/hibernation/
冬青	/Chinese ilex/
冬青树	/holly/
冬人	/Dongren/
冬笋	/winter bamboo shoots/
冬天	/winter/
冬闲	/idle days in winter/
冬小麦	/winter wheat/
冬学	/winter school/
冬衣	/winter clothes/
冬至	/the Winter Solstice/
董	/supervise/direct/director/superintend/trustee/Dong/
董必武	/Dong Biwu/
董存瑞	/Dong Cunrui/
董建华	/Tung Chee-hwa/
董事	/director/trustee/
董事长	/chairman of the board/chairman/
董事会	/board of directors/board of trustees/
董卓	/Dong Zhuo/
懂	/understand/know/
懂得	/understand/know/comprehend/grasp/
懂事	/sensible/thoughtful/intelligent/
懂事儿	/sensible/
懂行	/know the ropes/know the business/
动	/use/act/move/change/stir/get moving/touch/arouse/eat or drink/
动笔	/take up the pen/start writing/
动不动	/easily/frequently/at every turn/
动产	/movable property/movables/personal property/
动词	/verb/
动弹	/move/stir/
动荡	/unrest/turmoil/upheaval/commotion/turbulence/
动荡不安	/turbulent and unsafe/
动动	/move/
动工	/begin construction/start building/
动滑轮	/movable pulley/
动机	/motive/motivation/intention/
动静	/the sound of something astir/
动觉	/kinesthesia/
动力	/power/motion/propulsion/force/motive power/motive force/impetus/
动力机	/power machine/
动力学	/dynamics/kinetics/
动力装置	/power devices/
动量	/momentum/
动量矩	/moment of momentum/
动乱	/turmoil/upheaval/disturbance/turbulence/
动脉	/artery/
动脉弓	/arch of aorta/
动脉血	/artery blood/
动脉血栓	/arterial thrombus/
动脉硬化	/arteriosclerosis/
动名词	/gerund/
动脑筋	/use one's head/
动能	/kinetic energy/
动怒	/lose one's temper/flare up/
动迁	/mobilize/
动情	/get worked up/become excited/
动人	/touching/moving/
动人事迹	/stirring deeds/
动人心扉	/move one's heart/
动身	/get out on a journey/set out on a journey/leave/
动手	/hit with hands/hit with fists/start work/touch/get to work/handle/raise a hand to strike/hit out/
动手动脚	/move one's hands and feet/touch/
动手术	/perform an operation/operate on somebody/have an operation/operated on/
动态	/development/trend/dynamic state/movement/moving/trends/developments/
动态平衡	/dynamic equilibrium/
动态影像	/video/
动态助词	/aspect particle/
动听	/interesting to listen to/pleasant to listen to/
动土	/break ground/start building/
动窝	/start moving/make a move/
动武	/use force/start a fight/come to blows/
动物	/animal/
动物性	/animal/
动物性饲料	/animal food/
动物学	/zoological/zoology/
动物油	/animal oil/
动物园	/zoo/zoological garden/
动向	/trend/tendency/
动心	/one's mind is perturbed/one's desire, enthusiasm or interest is aroused/
动摇	/waver/indecisive/shake/vacillate/
动一动	/move/
动议	/motion/proposal/
动用	/put to use/employ/draw on/
